CustomerID,Gender,Married,Age,Graduated,Profession,WorkExperience,SpendingScore,FamilySize,Segmentation
466061,Female,No,41,"","",2,Low,1,A
462096,Female,No,43,Yes,Homemaker,0,Low,1,A
466015,Male,Yes,69,No,Entertainment,3,Low,8,A
463196,Female,Yes,67,Yes,Engineer,1,Low,1,A
460115,Female,No,28,Yes,Healthcare,0,Low,1,A
465342,Male,Yes,83,Yes,Executive,0,High,2,A
460249,Female,No,25,Yes,Entertainment,9,Low,2,A
461676,Female,No,29,Yes,Engineer,1,Low,1,A
467597,Female,Yes,65,Yes,Lawyer,0,Low,1,A
464279,Male,Yes,53,No,Executive,1,Low,5,A
462797,Male,Yes,30,Yes,Healthcare,0,Low,4,A
461008,Male,No,26,No,Healthcare,1,Low,4,A
463727,Female,No,27,No,Doctor,0,Low,5,A
467174,Male,Yes,41,No,Executive,0,High,3,A
464624,Male,No,39,Yes,Entertainment,3,Low,2,A
461551,Male,Yes,61,No,Entertainment,1,Low,2,A
464348,Male,No,43,Yes,Artist,1,Low,2,A
466484,Female,Yes,52,No,Executive,1,Low,1,A
467885,Female,No,43,Yes,Doctor,0,Low,,A
460601,Female,Yes,37,Yes,"",0,Low,3,A
464297,Male,No,26,No,Artist,8,Low,5,A
459974,Male,No,37,Yes,Entertainment,0,Low,1,A
464741,Male,Yes,71,No,Executive,1,High,,A
465441,Female,Yes,45,Yes,Engineer,2,Low,1,A
462708,Male,Yes,25,Yes,Executive,8,High,2,A
461341,Female,Yes,39,Yes,Artist,0,High,2,A
461467,Female,Yes,73,"",Lawyer,0,High,2,A
463112,Male,Yes,70,Yes,Lawyer,0,Low,1,A
464196,Female,"",36,Yes,Entertainment,8,Low,1,A
460992,Male,Yes,57,No,Executive,0,High,4,A
459950,Female,No,40,Yes,Artist,0,Low,1,A
464326,Female,No,38,Yes,Artist,1,Low,3,A
463872,Male,Yes,78,No,Lawyer,1,High,2,A
466337,Female,Yes,41,No,Engineer,0,Low,2,A
466728,Male,Yes,28,No,Doctor,0,Average,2,A
460972,Male,Yes,42,Yes,Artist,14,Low,2,A
461210,Female,No,38,Yes,Healthcare,0,Low,4,A
461544,Male,Yes,82,No,Lawyer,1,High,2,A
460982,Male,Yes,77,No,Lawyer,1,High,2,A
459981,Male,No,41,Yes,Artist,7,Low,1,A
459581,Female,No,35,No,"",0,Low,,A
461101,Female,Yes,50,Yes,Engineer,4,Average,4,A
459995,Female,No,38,No,Artist,4,Low,2,A
459680,Male,No,41,Yes,Entertainment,0,Low,1,A
465817,Male,Yes,56,No,Executive,0,Low,2,A
460461,Female,Yes,26,No,Homemaker,9,Average,2,A
465535,Female,No,29,No,Entertainment,9,Low,,A
466931,Male,No,37,Yes,Entertainment,1,Low,2,A
463418,Male,Yes,53,No,Executive,1,High,4,A
461771,Male,Yes,27,Yes,Doctor,9,Average,2,A
467496,Female,Yes,63,Yes,"",4,Average,3,A
459097,Male,Yes,88,Yes,Lawyer,0,High,2,A
464615,Male,Yes,35,Yes,Artist,7,Low,2,A
462588,Male,Yes,41,No,Entertainment,12,Average,3,A
463078,Male,Yes,86,No,Executive,0,High,2,A
466440,Male,Yes,23,No,Executive,1,High,9,A
459521,Female,Yes,46,Yes,Artist,0,Average,4,A
459830,Female,No,27,Yes,Doctor,8,Low,1,A
463697,Female,No,32,Yes,Artist,6,Low,7,A
461153,Female,Yes,32,Yes,Artist,0,High,3,A
466666,Female,Yes,32,Yes,Healthcare,0,Low,2,A
462859,Male,Yes,49,Yes,Entertainment,1,Average,2,A
467483,Male,Yes,55,Yes,Executive,0,High,9,A
466884,Female,Yes,42,No,Doctor,1,Low,1,A
463988,Female,Yes,35,Yes,Entertainment,9,Average,2,A
466541,Male,No,41,Yes,Entertainment,1,Low,4,A
462942,Female,No,33,Yes,Entertainment,0,Low,4,A
465593,Male,Yes,56,No,Lawyer,0,High,3,A
465457,Female,No,32,Yes,Engineer,0,Low,1,A
463167,Male,Yes,39,Yes,Doctor,1,Average,3,A
461938,Female,No,33,Yes,Engineer,9,Low,2,A
462896,Male,Yes,58,Yes,Entertainment,0,Low,2,A
467093,Female,Yes,53,Yes,Artist,8,Average,2,A
466955,Male,Yes,57,No,Entertainment,0,Low,4,A
461519,Male,No,35,No,Doctor,0,Low,3,A
465885,Female,No,41,Yes,Marketing,1,Low,2,A
461022,Male,Yes,69,Yes,Artist,0,Low,1,A
466807,Female,"",41,Yes,Healthcare,0,Low,1,A
459150,Female,No,49,Yes,Doctor,0,Low,1,A
466395,Female,Yes,37,Yes,Doctor,2,High,2,A
464189,Female,No,42,Yes,Artist,1,Low,2,A
465759,Male,Yes,33,No,Artist,1,Low,3,A
459425,Female,Yes,87,Yes,Lawyer,0,High,2,A
459733,Male,Yes,48,Yes,Executive,1,High,3,A
466531,Female,Yes,49,Yes,Entertainment,2,Average,3,A
461087,Female,Yes,29,No,Artist,0,Average,2,A
466708,Male,Yes,65,No,Entertainment,1,Low,1,A
464304,Male,Yes,35,Yes,Artist,1,Low,1,A
464393,Female,Yes,82,Yes,Lawyer,1,High,2,A
464883,Female,Yes,37,No,Engineer,1,Low,4,A
464002,Female,No,26,No,Engineer,0,Low,5,A
459862,Male,Yes,70,No,Executive,0,High,2,A
464908,Male,Yes,73,Yes,Entertainment,5,Low,1,A
459761,Female,No,47,No,Engineer,0,Low,,A
464160,Male,Yes,27,Yes,Artist,4,Average,2,A
462459,Male,No,30,Yes,Artist,2,Low,2,A
463347,Male,Yes,49,Yes,Artist,1,Average,4,A
467023,Male,Yes,26,No,Doctor,9,Average,2,A
467017,Male,No,31,Yes,Engineer,0,Low,4,A
466653,Male,Yes,41,Yes,Entertainment,5,Low,1,A
462513,Male,No,26,Yes,Artist,0,Low,4,A
460079,Female,No,41,No,Doctor,0,Low,1,A
462534,Male,No,38,Yes,Artist,0,Low,1,A
463370,Male,Yes,46,Yes,Doctor,2,Low,4,A
461358,Male,No,42,No,Entertainment,1,Low,3,A
464803,Male,No,28,No,Doctor,1,Low,1,A
460938,Male,No,38,Yes,Artist,0,Low,1,A
460037,Female,No,42,Yes,Entertainment,5,Low,7,A
459454,Male,Yes,38,No,Artist,0,Average,2,A
464440,Male,Yes,87,Yes,Lawyer,0,High,2,A
466127,Male,Yes,51,Yes,Doctor,1,Average,4,A
462696,Male,Yes,52,No,Artist,0,High,2,A
465856,Male,Yes,41,Yes,Artist,11,High,2,A
463214,Female,No,25,No,Engineer,1,Low,1,A
463647,Female,No,38,Yes,Engineer,1,Low,1,A
460457,Female,No,43,Yes,Entertainment,8,Low,,A
466730,Female,Yes,38,Yes,Engineer,3,Low,2,A
466394,Female,Yes,42,No,Entertainment,6,Average,5,A
465910,Male,Yes,38,No,Artist,10,Average,4,A
459166,Male,Yes,77,Yes,Artist,1,Low,1,A
464772,Female,Yes,43,No,Engineer,9,Average,4,A
463123,Female,No,33,Yes,Doctor,1,Low,3,A
462015,Male,Yes,27,Yes,Entertainment,0,Average,2,A
460295,Male,No,29,Yes,Artist,9,Low,3,A
460694,Female,Yes,53,No,Engineer,3,Low,1,A
463983,Female,Yes,36,No,Engineer,0,Average,2,A
462252,Male,No,47,Yes,Entertainment,4,Low,1,A
459745,Male,Yes,47,No,Artist,0,Low,4,A
465715,Female,Yes,69,Yes,Artist,7,Low,1,A
460193,Male,No,42,Yes,Entertainment,3,Low,2,A
462936,Female,No,43,Yes,Engineer,0,Low,1,A
464015,Female,No,42,Yes,Artist,0,Low,2,A
465834,Male,No,48,Yes,Entertainment,0,Low,3,A
467268,Male,Yes,88,Yes,Lawyer,0,Low,1,A
463861,Male,Yes,37,Yes,Artist,1,Low,1,A
464925,Male,"",60,No,Executive,6,Average,2,A
465946,Female,Yes,50,Yes,"",1,Low,2,A
466000,Male,Yes,38,Yes,Doctor,5,Low,2,A
463804,Male,Yes,63,Yes,Artist,9,Low,1,A
463051,Female,No,42,Yes,Homemaker,10,Low,1,A
463129,Male,Yes,69,No,Doctor,0,Low,1,A
465757,Male,Yes,39,Yes,Artist,3,Average,4,A
466533,Female,No,51,Yes,Entertainment,1,Low,1,A
464592,Female,No,43,Yes,Artist,1,Low,1,A
464036,Female,No,25,Yes,Doctor,3,Low,1,A
466781,Male,Yes,35,Yes,Artist,1,Average,4,A
464847,Female,Yes,52,No,Artist,0,Average,4,A
467921,Female,No,43,Yes,Artist,1,Low,4,A
460863,Male,Yes,66,Yes,Artist,0,Low,5,A
464819,Female,Yes,67,Yes,Lawyer,1,Low,1,A
466243,Female,Yes,38,No,Engineer,1,Low,2,A
463067,Female,No,42,Yes,Homemaker,7,Low,1,A
459908,Male,Yes,89,No,Lawyer,0,Low,,A
460292,Female,No,27,Yes,Marketing,12,Low,3,A
467298,Male,Yes,61,Yes,Healthcare,1,Low,2,A
460298,Female,No,52,Yes,Lawyer,4,Low,1,A
460722,Male,Yes,30,No,Entertainment,1,Average,3,A
466407,Male,Yes,55,No,Entertainment,1,Low,3,A
462411,Male,No,38,Yes,Artist,8,Low,1,A
459793,Male,Yes,40,Yes,Artist,0,High,,A
464146,Male,No,38,Yes,Entertainment,1,Low,2,A
463314,Female,No,27,No,Healthcare,0,Low,4,A
463528,Male,Yes,67,No,Executive,0,High,2,A
462694,Male,Yes,61,Yes,Entertainment,6,Average,2,A
466757,Female,Yes,47,No,Engineer,0,Low,1,A
466425,Male,Yes,32,Yes,Entertainment,1,Average,2,A
460474,Female,Yes,40,No,Homemaker,9,Average,5,A
466193,Male,Yes,84,No,Lawyer,0,Low,1,A
465777,Female,No,30,Yes,Artist,9,Low,5,A
461029,Male,Yes,42,No,Entertainment,8,Low,2,A
464812,Female,Yes,48,Yes,Engineer,0,High,5,A
465730,Male,Yes,43,Yes,Executive,6,High,3,A
459702,Female,Yes,62,Yes,Lawyer,1,Low,3,A
461401,Male,Yes,43,Yes,Artist,1,Average,3,A
463916,Female,No,32,No,Engineer,9,Low,4,A
465682,Male,Yes,39,Yes,Artist,0,Low,4,A
462693,Female,No,35,Yes,Artist,1,Low,1,A
459734,Female,Yes,85,Yes,Artist,1,Low,,A
459952,Female,No,35,Yes,Entertainment,7,Low,2,A
460420,Female,No,37,Yes,Artist,1,Low,1,A
462357,Male,No,25,Yes,Artist,1,Low,3,A
463611,Male,No,62,Yes,Artist,0,Low,,A
465589,Male,Yes,40,Yes,Artist,0,Average,3,A
466826,Male,Yes,43,Yes,Entertainment,0,Low,2,A
460181,Female,Yes,37,Yes,Marketing,9,Low,1,A
467735,Male,No,26,Yes,Doctor,1,Low,2,A
466058,Male,Yes,35,No,Entertainment,1,Low,,A
462815,Male,Yes,84,No,Lawyer,1,Low,1,A
464187,Female,No,41,No,Engineer,9,Low,1,A
462477,Male,No,25,Yes,Entertainment,7,Low,3,A
465855,Male,No,42,Yes,Artist,1,Low,1,A
465853,Female,Yes,33,Yes,Healthcare,0,Average,2,A
461076,Male,No,42,Yes,Entertainment,1,Low,8,A
460753,Female,No,33,No,Healthcare,1,Low,6,A
459485,Female,Yes,87,Yes,Lawyer,0,High,2,A
465665,Female,Yes,83,Yes,Lawyer,1,Low,1,A
464747,Female,Yes,69,No,Engineer,0,Average,4,A
461638,Male,Yes,70,Yes,Entertainment,0,High,2,A
467121,Male,Yes,53,Yes,Doctor,1,Low,,A
459598,Male,Yes,40,No,Artist,0,Average,2,A
459077,Female,Yes,82,No,Lawyer,0,High,2,A
460339,Female,Yes,50,Yes,Entertainment,4,Low,2,A
459970,Male,No,40,Yes,Artist,1,Low,2,A
460077,Female,No,32,Yes,Artist,0,Low,1,A
463312,Male,Yes,40,No,Engineer,3,Low,1,A
462667,Female,Yes,40,No,Homemaker,2,Average,2,A
462925,Female,Yes,30,No,Homemaker,0,Average,2,A
465222,Male,Yes,69,No,Doctor,8,Low,2,A
461266,Female,No,35,Yes,Artist,0,Low,1,A
467878,Female,Yes,42,Yes,Doctor,0,Average,4,A
461363,Male,No,45,Yes,Artist,0,Low,1,A
460748,Female,Yes,60,No,Engineer,0,Low,2,A
459870,Male,Yes,49,No,Executive,11,High,4,A
464034,Male,Yes,37,Yes,Entertainment,3,Low,1,A
459886,Male,Yes,26,No,Artist,1,Low,4,A
463885,Male,Yes,51,Yes,Artist,1,Low,1,A
466662,Female,No,30,No,Engineer,1,Low,,A
462901,Female,Yes,46,No,Homemaker,9,Low,1,A
465547,Female,Yes,68,"",Lawyer,0,Low,1,A
464797,Female,Yes,38,No,Engineer,9,Average,4,A
460779,Female,No,28,No,Entertainment,1,Low,2,A
458996,Female,Yes,71,No,"",1,Low,1,A
467854,Male,No,28,Yes,Artist,9,Low,2,A
459291,Female,No,38,Yes,Entertainment,0,Low,1,A
460749,Male,No,36,Yes,Entertainment,1,Low,2,A
466038,Female,No,27,No,Homemaker,9,Low,1,A
467494,Female,Yes,80,Yes,Lawyer,0,High,,A
466794,Male,"",59,Yes,Entertainment,0,Average,4,A
459472,Female,Yes,77,No,Lawyer,0,High,2,A
462739,Male,Yes,46,Yes,Artist,0,Low,2,A
463412,Male,No,33,Yes,Artist,0,Low,2,A
463215,Female,Yes,37,Yes,Engineer,0,High,2,A
459771,Female,"",30,Yes,Doctor,0,Low,3,A
466196,Female,Yes,78,Yes,Lawyer,6,Low,1,A
467400,Male,Yes,61,No,Artist,0,Low,2,A
460504,Male,"",43,No,Executive,0,Average,3,A
465478,Male,Yes,51,No,Entertainment,1,Low,3,A
461262,Female,No,27,No,Engineer,1,Low,7,A
461867,Male,No,30,Yes,Artist,0,Low,4,A
462567,Female,No,36,No,Engineer,0,Low,1,A
466506,Male,Yes,50,"",Artist,1,Average,4,A
460278,Male,Yes,29,Yes,Artist,0,Low,5,A
464161,Male,Yes,83,No,Lawyer,1,Low,1,A
463462,Female,Yes,41,No,Engineer,0,Average,4,A
459963,Female,No,40,Yes,Engineer,9,Low,1,A
464531,Male,Yes,38,No,Engineer,0,High,6,A
467007,Female,Yes,35,No,Engineer,0,High,1,A
466149,Female,No,30,No,Doctor,3,Low,4,A
461211,Female,No,53,Yes,Entertainment,0,Low,1,A
466325,Female,No,25,No,Marketing,1,Low,2,A
464353,Female,No,51,Yes,Artist,0,Low,1,A
463172,Male,Yes,32,No,Entertainment,2,Low,2,A
465582,Male,"",40,Yes,Artist,1,Low,1,A
467136,Male,Yes,41,No,Entertainment,0,Average,4,A
461160,Male,Yes,49,Yes,Artist,1,Low,2,A
466622,Female,No,47,Yes,Entertainment,1,Low,1,A
464627,Male,Yes,37,Yes,Artist,0,Low,4,A
461418,Male,No,45,Yes,Artist,0,Low,4,A
464540,Female,Yes,42,Yes,Engineer,1,Average,4,A
462985,Male,Yes,32,Yes,Doctor,9,Average,3,A
465815,Male,Yes,41,No,Doctor,0,Average,2,A
466583,Female,Yes,38,Yes,Doctor,0,Average,2,A
467951,Male,No,31,Yes,Entertainment,1,Low,3,A
460329,Male,No,45,Yes,Entertainment,6,Low,2,A
463189,Female,Yes,69,Yes,Engineer,1,Low,1,A
466403,Female,Yes,49,No,Engineer,1,Average,4,A
459156,Female,Yes,81,Yes,Lawyer,1,High,2,A
463944,Male,No,29,No,Artist,0,Low,5,A
466888,Male,Yes,50,Yes,Entertainment,1,Low,1,A
464738,Female,Yes,66,No,Engineer,0,Average,2,A
459724,Female,Yes,39,No,Artist,0,Average,4,A
459891,Male,Yes,49,Yes,Doctor,0,Average,2,A
465724,Male,No,35,Yes,Artist,9,Low,2,A
461515,Male,Yes,26,No,Artist,0,Low,2,A
467904,Female,No,25,Yes,Artist,13,Low,1,A
464842,Male,No,35,Yes,Artist,0,Low,2,A
467506,Female,No,38,Yes,Healthcare,0,Low,1,A
460203,Female,Yes,36,Yes,Entertainment,8,Low,1,A
460104,Male,No,53,Yes,Entertainment,1,Low,3,A
461259,Male,No,59,Yes,Entertainment,0,Low,1,A
463508,Female,Yes,31,No,Artist,0,Low,3,A
464648,Male,Yes,28,No,Executive,0,High,4,A
463258,Female,Yes,53,Yes,Artist,1,Average,3,A
466136,Female,No,19,Yes,Artist,0,Low,2,A
464855,Female,Yes,37,No,Engineer,0,Average,9,A
466164,Female,No,43,Yes,Engineer,9,Low,1,A
466733,Female,No,29,No,Homemaker,1,Low,,A
465911,Female,No,28,Yes,Artist,9,Low,1,A
459994,Male,No,25,No,Entertainment,0,Low,3,A
464653,Female,Yes,59,No,Artist,3,Average,4,A
466970,Female,Yes,36,Yes,Homemaker,9,Low,2,A
464099,Female,Yes,43,Yes,Artist,5,Average,2,A
465567,Male,Yes,35,Yes,Entertainment,1,Low,2,A
459339,Male,Yes,28,Yes,Healthcare,8,High,2,A
467466,Female,No,19,No,Doctor,6,Low,2,A
459369,Male,Yes,35,No,Engineer,0,Average,7,A
467705,Male,Yes,33,Yes,Artist,0,Low,2,A
466831,Male,Yes,85,Yes,Artist,1,Low,1,A
463313,Female,Yes,55,Yes,Engineer,1,Low,1,A
461237,Male,No,30,Yes,Doctor,0,Low,5,A
461655,Female,Yes,35,Yes,Homemaker,9,Average,2,A
467272,Male,Yes,76,Yes,Lawyer,8,High,2,A
466327,Male,Yes,31,Yes,Entertainment,5,Average,3,A
464548,Female,Yes,47,No,"",1,Low,1,A
464768,Female,Yes,43,No,Engineer,9,Average,4,A
460238,Female,No,36,Yes,Artist,9,Low,3,A
463696,Female,No,48,Yes,Marketing,0,Low,1,A
466677,Female,Yes,47,Yes,Entertainment,3,Average,3,A
460801,Female,Yes,30,No,Entertainment,3,High,2,A
462306,Male,Yes,79,No,Lawyer,8,High,2,A
463913,Male,No,36,Yes,Doctor,1,Low,1,A
465403,Female,No,27,No,Healthcare,9,Low,5,A
459504,Male,Yes,77,Yes,Lawyer,1,High,2,A
463162,Male,Yes,38,Yes,Executive,0,High,6,A
461066,Female,Yes,63,No,Marketing,0,Average,3,A
462029,Male,No,60,No,Entertainment,0,Low,1,A
464968,Male,No,43,No,Executive,0,Low,5,A
462272,Male,Yes,56,No,Artist,0,Average,2,A
464879,Female,Yes,28,Yes,Doctor,1,Average,2,A
462194,Male,Yes,61,No,Engineer,0,Low,3,A
467648,Male,Yes,41,No,Entertainment,2,Average,5,A
464441,Male,Yes,35,Yes,Artist,0,Low,2,A
464623,Male,Yes,35,Yes,Entertainment,9,High,2,A
462471,Male,No,30,Yes,Artist,1,Low,1,A
465597,Female,No,43,Yes,Entertainment,14,Low,1,A
460210,Male,No,29,"",Entertainment,8,Low,9,A
464617,Female,No,39,Yes,Artist,1,Low,1,A
462228,Female,No,29,No,Homemaker,0,Low,4,A
466026,Female,"",49,No,Entertainment,0,Low,1,A
461980,Male,Yes,52,Yes,Artist,2,Low,3,A
466778,Male,Yes,37,Yes,Entertainment,1,Low,2,A
467153,Female,Yes,51,Yes,Artist,0,Low,,A
459082,Male,"",45,Yes,Artist,1,Low,,A
466405,Female,Yes,43,Yes,Entertainment,0,Average,2,A
465838,Female,Yes,52,No,Doctor,3,Average,2,A
464853,Male,Yes,39,No,Executive,8,Average,4,A
460674,Female,No,31,Yes,Entertainment,0,Low,3,A
463613,Female,Yes,48,Yes,Artist,0,Average,6,A
462809,Male,No,22,No,Healthcare,1,Low,4,D
464347,Female,No,33,Yes,Healthcare,1,Low,3,D
465015,Female,Yes,61,Yes,Engineer,0,Low,3,D
464942,Male,No,19,No,Healthcare,4,Low,4,D
461230,Female,No,19,No,Executive,0,Low,,D
466865,Female,No,32,No,Homemaker,9,Low,5,D
459675,Female,No,18,No,Healthcare,3,Low,4,D
462454,Male,No,19,No,Healthcare,1,Low,3,D
467010,Male,No,26,No,Homemaker,9,Low,,D
459861,Female,Yes,83,No,Lawyer,1,High,2,D
467917,Female,No,27,Yes,Healthcare,3,Low,4,D
465572,Male,No,32,No,Doctor,5,Low,1,D
460593,Female,Yes,28,No,Healthcare,1,Average,5,D
465686,Female,No,22,No,Healthcare,0,Low,2,D
462442,Male,No,19,No,Healthcare,0,Low,4,D
465769,Male,No,25,Yes,Healthcare,9,Low,4,D
462267,Male,No,32,"",Doctor,8,Low,2,D
460881,Male,Yes,72,Yes,Lawyer,1,Low,,D
464091,Male,Yes,74,Yes,Lawyer,0,High,3,D
459954,Male,Yes,27,Yes,Healthcare,8,Low,2,D
460191,Female,No,33,No,Healthcare,8,Low,4,D
463250,Female,No,36,Yes,Doctor,0,Low,2,D
466567,Female,No,49,Yes,"",1,Low,1,D
463814,Female,No,26,No,Healthcare,6,Low,3,D
461671,Male,No,32,No,Healthcare,7,Low,5,D
464734,Female,No,42,No,Entertainment,7,Low,3,D
464125,Male,Yes,40,No,Doctor,0,Average,2,D
463338,Male,Yes,32,No,Entertainment,1,Low,2,D
463845,Male,Yes,58,Yes,Artist,0,Average,1,D
459976,Female,No,38,Yes,Artist,0,Low,1,D
462600,Male,Yes,30,No,Engineer,3,Average,3,D
462979,Male,No,18,No,Doctor,1,Low,2,D
462834,Male,Yes,30,Yes,Homemaker,3,Low,2,D
460764,Male,No,86,No,Lawyer,1,Low,1,D
466466,Female,"",19,No,Healthcare,6,Low,5,D
460185,Male,No,25,No,Healthcare,9,Low,3,D
467905,Male,Yes,43,Yes,Executive,0,High,3,D
460765,Male,Yes,80,No,Lawyer,1,Low,1,D
465827,Male,No,27,No,"",2,Low,7,D
461094,Female,No,28,Yes,Healthcare,1,Low,3,D
462104,Male,Yes,39,No,Entertainment,9,Low,2,D
464857,Male,No,18,No,Healthcare,6,Low,4,D
460410,Female,No,39,Yes,Artist,3,Low,4,D
463823,Female,No,29,No,Marketing,8,Low,4,D
467092,Female,No,28,Yes,Healthcare,7,Low,4,D
461191,Female,Yes,45,Yes,Marketing,8,Low,4,D
460258,Female,No,25,Yes,Healthcare,1,Low,5,D
463497,Male,No,32,Yes,Artist,0,Low,5,D
464866,Female,No,23,No,Engineer,11,Low,1,D
461081,Female,No,20,No,Healthcare,2,Low,6,D
467896,Female,No,22,No,Healthcare,4,Low,3,D
467335,Female,Yes,41,No,Engineer,4,Average,2,D
459395,Male,Yes,42,No,Executive,8,Low,2,D
466065,Male,"",19,No,Healthcare,9,Low,3,D
464863,Female,Yes,25,No,Engineer,6,Average,8,D
466613,Male,No,23,No,Healthcare,8,Low,3,D
461149,Female,No,23,No,Healthcare,0,Low,3,D
462742,Male,No,18,No,Healthcare,0,Low,3,D
464024,Male,No,20,No,Healthcare,0,Low,5,D
460691,Female,No,27,No,Homemaker,8,Low,1,D
464801,Male,No,40,No,Marketing,1,Low,1,D
459429,Female,Yes,25,Yes,Healthcare,0,Low,2,D
459888,Female,Yes,74,No,Lawyer,0,High,2,D
463467,Female,No,23,No,Healthcare,0,Low,4,D
461282,Male,No,21,No,Healthcare,0,Low,4,D
467252,Female,No,33,Yes,"",0,Low,4,D
462438,Male,No,22,No,Doctor,1,Low,3,D
462721,Female,Yes,72,No,Lawyer,1,High,3,D
466915,Female,Yes,75,No,Entertainment,2,High,2,D
462161,Female,No,28,Yes,Doctor,0,Low,3,D
464841,Male,"",19,No,Entertainment,0,High,3,D
466921,Female,No,22,No,Healthcare,3,Low,3,D
467216,Female,No,26,Yes,Entertainment,1,Low,1,D
461197,Male,No,28,No,Marketing,0,Low,1,D
464088,Male,No,27,No,Doctor,1,Low,3,D
464695,Male,No,26,No,Engineer,0,Low,4,D
462331,Female,No,31,No,Entertainment,0,Low,2,D
459532,Female,Yes,27,Yes,Healthcare,0,Low,2,D
466999,Male,No,27,Yes,Healthcare,1,Low,3,D
466597,Female,No,19,No,Healthcare,1,Low,2,D
460718,Male,Yes,55,No,Executive,3,Low,,D
467234,Female,No,30,No,Homemaker,0,Low,4,D
459768,Male,No,19,No,Healthcare,0,Low,4,D
467730,Male,No,18,No,Healthcare,0,Low,4,D
459474,Male,No,25,Yes,Doctor,6,Low,1,D
465758,Female,Yes,37,No,Engineer,7,Low,1,D
462618,Female,No,32,Yes,Healthcare,1,Low,5,D
462083,Male,No,19,No,Healthcare,1,Low,5,D
460306,Female,No,39,Yes,Healthcare,9,Low,1,D
463719,Female,No,26,No,Doctor,0,Low,1,D
465175,Female,No,22,No,Homemaker,0,Low,4,D
464047,Male,No,43,Yes,Healthcare,3,Low,3,D
466442,Male,No,38,Yes,Artist,1,Low,1,D
463560,Female,No,18,No,Healthcare,9,Low,5,D
465177,Female,No,60,Yes,Entertainment,1,Low,2,D
467531,Male,Yes,75,Yes,Lawyer,2,Low,1,D
465409,Female,No,31,No,Doctor,0,Low,4,D
462842,Male,No,23,No,Doctor,6,Low,4,D
460280,Male,Yes,39,Yes,Entertainment,0,Low,1,D
460909,Female,No,31,No,Healthcare,0,Low,2,D
463652,Female,No,28,Yes,Artist,0,Low,1,D
462149,Female,Yes,89,No,Lawyer,3,High,1,D
462829,Male,Yes,29,No,Executive,1,Average,3,D
464659,Female,No,25,No,Engineer,1,Low,1,D
461411,Male,No,29,No,Healthcare,1,Low,,D
466799,Female,No,19,No,Healthcare,2,Low,3,D
466557,Female,No,21,No,Healthcare,7,Low,,D
465727,Male,No,42,No,Marketing,1,Low,5,D
467146,Female,No,27,No,Homemaker,9,Low,1,D
459196,Female,No,23,No,Healthcare,1,Low,3,D
460532,Female,No,18,No,"",0,Low,6,D
462417,Male,No,30,No,Healthcare,4,Low,4,D
464736,Male,No,28,Yes,Engineer,0,Low,5,D
467520,Male,"",22,No,Healthcare,0,Low,2,D
459835,Male,Yes,85,No,Lawyer,0,Low,1,D
460139,Male,No,26,No,Artist,6,Low,6,D
461286,Female,No,20,No,Doctor,4,Low,4,D
464579,Female,No,29,No,Engineer,1,Low,4,D
462651,Male,Yes,38,No,Executive,0,High,5,D
460882,Male,No,22,No,Healthcare,0,Low,2,D
467162,Female,No,26,No,Homemaker,9,Low,,D
462941,Male,No,67,No,Lawyer,0,Low,2,D
461886,Male,Yes,33,Yes,Healthcare,9,Low,2,D
465680,Male,Yes,31,No,Healthcare,0,Average,5,D
459316,Male,Yes,32,Yes,Healthcare,1,Low,2,D
465609,Female,No,21,No,Healthcare,1,Low,4,D
467009,Female,No,29,No,Homemaker,2,Low,4,D
463035,Female,Yes,42,No,Homemaker,3,Average,4,D
459656,Male,No,22,No,"",0,Low,6,D
465309,Female,No,18,No,Healthcare,6,Low,4,D
462688,Female,Yes,29,Yes,Healthcare,8,Low,3,D
460789,Male,Yes,36,Yes,Executive,1,Low,3,D
464026,Male,No,18,No,Healthcare,1,Low,2,D
467708,Female,No,42,Yes,Healthcare,8,Low,1,D
467204,Male,No,27,Yes,Healthcare,0,Low,3,D
467320,Female,No,21,No,Healthcare,0,Low,4,D
463939,Male,No,26,No,Marketing,0,Low,5,D
460825,Male,No,30,Yes,Doctor,1,Low,3,D
467415,Female,No,31,Yes,Healthcare,1,Low,1,D
460578,Male,Yes,28,No,Entertainment,8,Average,4,D
460198,Male,No,43,Yes,Entertainment,9,Low,1,D
467468,Female,No,27,No,Healthcare,0,Low,5,D
463581,Female,No,28,Yes,Healthcare,1,Low,3,D
463968,Male,No,33,No,Artist,0,Low,4,D
464574,Male,No,58,No,Healthcare,4,Low,2,D
467971,Female,No,31,Yes,Artist,1,Low,4,D
464746,Male,Yes,32,No,Executive,4,Average,5,D
462222,Male,No,20,No,Healthcare,1,Low,6,D
463006,Female,No,41,Yes,Marketing,0,Low,1,D
462828,Male,No,25,No,Marketing,3,Low,3,D
464826,Male,No,23,No,Healthcare,6,Low,5,D
463483,Male,Yes,29,No,Executive,1,High,2,D
459816,Male,Yes,37,Yes,Doctor,0,Low,2,D
459002,Female,Yes,45,No,Engineer,2,Low,2,D
465990,Male,Yes,48,No,Executive,2,High,2,D
467373,Male,No,31,Yes,Healthcare,0,Low,1,D
466522,Male,"",18,No,"",6,High,4,D
459335,Male,No,26,Yes,Healthcare,0,Low,3,D
465255,Male,No,21,No,Healthcare,9,Low,5,D
461186,Female,No,18,No,Healthcare,0,Low,3,D
